seed,cope,target,subject,phase,conn
mOFC,acq_ext,lh_hpc,109,memory_run-02,1.1610265
mOFC,acq_ext,lh_hpc,109,memory_run-03,0.43742234
mOFC,acq_ext,lh_hpc,110,memory_run-01,-0.33671853
mOFC,acq_ext,lh_hpc,110,memory_run-02,0.2301483
mOFC,acq_ext,lh_hpc,110,memory_run-03,-0.42113683
mOFC,acq_ext,lh_hpc,111,memory_run-01,0.3320196
mOFC,acq_ext,lh_hpc,111,memory_run-02,1.3889539
mOFC,acq_ext,lh_hpc,111,memory_run-03,-1.5604789
mOFC,acq_ext,lh_hpc,112,memory_run-01,0.27585286
mOFC,acq_ext,lh_hpc,112,memory_run-02,-0.7769514
mOFC,acq_ext,lh_hpc,112,memory_run-03,0.12784308
mOFC,acq_ext,lh_hpc,113,memory_run-01,0.12546618
mOFC,acq_ext,lh_hpc,113,memory_run-02,-0.5015275
mOFC,acq_ext,lh_hpc,113,memory_run-03,0.09279642
mOFC,acq_ext,lh_hpc,114,memory_run-01,-0.53749985
mOFC,acq_ext,lh_hpc,114,memory_run-02,0.45324993
mOFC,acq_ext,lh_hpc,114,memory_run-03,0.374384
mOFC,acq_ext,lh_hpc,115,memory_run-01,0.32287076
mOFC,acq_ext,lh_hpc,115,memory_run-02,0.46218807
mOFC,acq_ext,lh_hpc,115,memory_run-03,-0.064774476
mOFC,acq_ext,lh_hpc,116,memory_run-01,-0.29228917
mOFC,acq_ext,lh_hpc,116,memory_run-02,0.56134856
mOFC,acq_ext,lh_hpc,116,memory_run-03,0.043018397
mOFC,acq_ext,lh_hpc,117,memory_run-01,0.5984218
mOFC,acq_ext,lh_hpc,117,memory_run-02,1.1086653
mOFC,acq_ext,lh_hpc,117,memory_run-03,-0.15788116
mOFC,acq_ext,lh_hpc,118,memory_run-01,-1.0363232
mOFC,acq_ext,lh_hpc,118,memory_run-02,0.06904313
mOFC,acq_ext,lh_hpc,118,memory_run-03,1.0682206
mOFC,acq_ext,lh_hpc,120,memory_run-01,0.7178093
mOFC,acq_ext,lh_hpc,120,memory_run-02,0.75226283
mOFC,acq_ext,lh_hpc,120,memory_run-03,0.28294405
mOFC,acq_ext,lh_hpc,121,memory_run-01,-0.31590635
mOFC,acq_ext,lh_hpc,121,memory_run-02,0.07361857
mOFC,acq_ext,lh_hpc,121,memory_run-03,-0.2999269
mOFC,acq_ext,lh_hpc,122,memory_run-01,-0.5795087
mOFC,acq_ext,lh_hpc,122,memory_run-02,0.2470305
mOFC,acq_ext,lh_hpc,122,memory_run-03,-0.7073491
mOFC,acq_ext,lh_hpc,123,memory_run-01,0.80627334
mOFC,acq_ext,lh_hpc,123,memory_run-02,-0.43788242
mOFC,acq_ext,lh_hpc,123,memory_run-03,0.2965907
mOFC,acq_ext,lh_hpc,124,memory_run-01,1.0845699
mOFC,acq_ext,lh_hpc,124,memory_run-02,1.4977486
mOFC,acq_ext,lh_hpc,124,memory_run-03,0.11955209
mOFC,acq_ext,lh_hpc,125,memory_run-01,0.48001894
mOFC,acq_ext,lh_hpc,125,memory_run-02,0.02902909
mOFC,acq_ext,lh_hpc,125,memory_run-03,-0.0060026795
mOFC,acq_ext,rh_hpc,1,memory_run-01,-0.8663759
mOFC,acq_ext,rh_hpc,1,memory_run-02,0.20327203
mOFC,acq_ext,rh_hpc,1,memory_run-03,-0.49092156
mOFC,acq_ext,rh_hpc,2,memory_run-01,-0.07339614
